date,nav,ret
2015-05-26,1.0,0.0
2015-05-29,0.997,0.0
2015-06-02,0.999,0.0
2015-06-03,1.0,0.001001
2015-06-04,1.001,0.001
2015-06-05,1.001,0.0
2015-06-08,1.004,0.002997
2015-06-09,1.003,-0.000996
2015-06-10,1.003,0.0
2015-06-11,1.002,-0.000997
2015-06-12,1.002,0.0
2015-06-15,1.002,0.0
2015-06-16,1.002,0.0
2015-06-17,1.002,0.0
2015-06-18,1.001,-0.000998
2015-06-19,1.001,0.0
2015-06-23,1.001,0.0
2015-06-24,1.001,0.0
2015-06-25,1.001,0.0
2015-06-26,1.004,0.002997
2015-06-29,1.005,0.000996
2015-06-30,1.008,0.002985
2015-07-01,1.007,-0.000992
2015-07-02,1.005,-0.001986
2015-07-03,1.002,-0.002985
2015-07-06,1.005,0.002994
2015-07-07,1.005,0.0
2015-07-08,1.002,-0.002985
2015-07-09,1.007,0.00499
2015-07-10,1.01,0.002979
2015-07-13,1.01,0.0
2015-07-14,1.009,-0.00099
2015-07-15,1.008,-0.000991
2015-07-16,1.007,-0.000992
2015-07-17,1.008,0.000993
2015-07-20,1.008,0.0
2015-07-21,1.007,-0.000992
2015-07-22,1.007,0.0
2015-07-23,1.008,0.000993
2015-07-24,1.007,-0.000992
2015-07-27,1.005,-0.001986
2015-07-28,1.005,0.0
2015-07-29,1.005,0.0
2015-07-30,1.005,0.0
2015-07-31,1.004,-0.000995
2015-08-03,1.005,0.000996
2015-08-04,1.005,0.0
2015-08-05,1.005,0.0
2015-08-06,1.005,0.0
2015-08-07,1.005,0.0
2015-08-10,1.006,0.000995
2015-08-11,1.005,-0.000994
2015-08-12,1.005,0.0
2015-08-13,1.005,0.0
2015-08-14,1.005,0.0
2015-08-17,1.005,0.0
2015-08-18,1.004,-0.000995
2015-08-19,1.004,0.0
2015-08-20,1.003,-0.000996
2015-08-21,1.003,0.0
2015-08-24,1.001,-0.001994
2015-08-25,0.999,-0.001998
2015-08-26,1.0,0.001001
2015-08-27,1.002,0.002
2015-08-28,1.002,0.0
2015-08-31,1.003,0.000998
2015-09-01,1.003,0.0
2015-09-02,1.003,0.0
2015-09-07,1.002,-0.000997
2015-09-08,1.003,0.000998
2015-09-09,1.003,0.0
2015-09-10,1.003,0.0
2015-09-11,1.003,0.0
2015-09-14,1.003,0.0
2015-09-15,1.002,-0.000997
2015-09-16,1.003,0.000998
2015-09-17,1.003,0.0
2015-09-18,1.003,0.0
2015-09-21,1.004,0.000997
2015-09-22,1.005,0.000996
2015-09-23,1.004,-0.000995
2015-09-24,1.004,0.0
2015-09-25,1.005,0.000996
2015-09-28,1.007,0.00199
2015-09-29,1.006,-0.000993
2015-09-30,1.006,0.0
2015-10-08,1.008,0.001988
2015-10-09,1.008,0.0
2015-10-12,1.009,0.000992
2015-10-13,1.01,0.000991
2015-10-14,1.01,0.0
2015-10-15,1.011,0.00099
2015-10-16,1.011,0.0
2015-10-19,1.011,0.0
2015-10-20,1.012,0.000989
2015-10-21,1.01,-0.001976
2015-10-22,1.011,0.00099
2015-10-23,1.012,0.000989
2015-10-26,1.012,0.0
2015-10-27,1.012,0.0
2015-10-28,1.011,-0.000988
2015-10-29,1.011,0.0
2015-10-30,1.011,0.0
2015-11-02,1.01,-0.000989
2015-11-03,1.01,0.0
2015-11-04,1.011,0.00099
2015-11-05,1.011,0.0
2015-11-06,1.012,0.000989
2015-11-09,1.012,0.0
2015-11-10,1.012,0.0
2015-11-11,1.012,0.0
2015-11-12,1.012,0.0
2015-11-13,1.012,0.0
2015-11-16,1.012,0.0
2015-11-17,1.012,0.0
2015-11-18,1.012,0.0
2015-11-19,1.012,0.0
2015-11-20,1.012,0.0
2015-11-23,1.012,0.0
2015-11-24,1.012,0.0
2015-11-25,1.013,0.000988
2015-11-26,1.013,0.0
2015-11-27,1.012,-0.000987
2015-11-30,1.012,0.0
2015-12-01,1.012,0.0
2015-12-02,1.013,0.000988
2015-12-03,1.013,0.0
2015-12-04,1.013,0.0
2015-12-07,1.013,0.0
2015-12-08,1.013,0.0
2015-12-09,1.013,0.0
2015-12-10,1.013,0.0
2015-12-11,1.013,0.0
2015-12-14,1.014,0.000987
2015-12-15,1.014,0.0
2015-12-16,1.014,0.0
2015-12-17,1.015,0.000986
2015-12-18,1.015,0.0
2015-12-21,1.016,0.000985
2015-12-22,1.016,0.0
2015-12-23,1.016,0.0
2015-12-24,1.016,0.0
2015-12-25,1.016,0.0
2015-12-28,1.016,0.0
2015-12-29,1.016,0.0
2015-12-30,1.017,0.000984
2015-12-31,1.017,0.0
2016-01-04,1.013,-0.003933
2016-01-05,1.012,-0.000987
2016-01-06,1.013,0.000988
2016-01-07,1.01,-0.0029620000000000002
2016-01-08,1.011,0.00099
2016-01-11,1.007,-0.003956
2016-01-12,1.008,0.000993
2016-01-13,1.006,-0.001984
2016-01-14,1.008,0.001988
2016-01-15,1.007,-0.000992
2016-01-18,1.008,0.000993
2016-01-19,1.009,0.000992
2016-01-20,1.008,-0.000991
2016-01-21,1.006,-0.001984
2016-01-22,1.007,0.000994
2016-01-25,1.008,0.000993
2016-01-26,1.005,-0.002976
2016-01-27,1.004,-0.000995
2016-01-28,1.004,0.0
2016-01-29,1.005,0.000996
2016-02-01,1.004,-0.000995
2016-02-02,1.006,0.001992
2016-02-03,1.006,0.0
2016-02-04,1.007,0.000994
2016-02-05,1.007,0.0
2016-02-15,1.007,0.0
2016-02-16,1.009,0.001986
2016-02-17,1.009,0.0
2016-02-18,1.01,0.000991
2016-02-19,1.01,0.0
2016-02-22,1.01,0.0
2016-02-23,1.01,0.0
2016-02-24,1.01,0.0
2016-02-25,1.009,-0.00099
2016-02-26,1.008,-0.000991
2016-02-29,1.007,-0.000992
2016-03-01,1.008,0.000993
2016-03-02,1.01,0.001984
2016-03-03,1.009,-0.00099
2016-03-04,1.008,-0.000991
2016-03-07,1.009,0.000992
2016-03-08,1.009,0.0
2016-03-09,1.009,0.0
2016-03-10,1.008,-0.000991
2016-03-11,1.008,0.0
2016-03-14,1.01,0.001984
2016-03-15,1.01,0.0
2016-03-16,1.01,0.0
2016-03-17,1.011,0.00099
2016-03-18,1.012,0.000989
2016-03-21,1.013,0.000988
2016-03-22,1.013,0.0
2016-03-23,1.013,0.0
2016-03-24,1.013,0.0
2016-03-25,1.013,0.0
2016-03-28,1.013,0.0
2016-03-29,1.014,0.000987
2016-03-30,1.015,0.000986
2016-03-31,1.016,0.000985
2016-04-01,1.016,0.0
2016-04-05,1.017,0.000984
2016-04-06,1.017,0.0
2016-04-07,1.017,0.0
2016-04-08,1.017,0.0
2016-04-11,1.018,0.000983
2016-04-12,1.017,-0.000982
2016-04-13,1.018,0.000983
2016-04-14,1.019,0.000982
2016-04-15,1.018,-0.000981
2016-04-18,1.018,0.0
2016-04-19,1.018,0.0
2016-04-20,1.018,0.0
2016-04-21,1.018,0.0
2016-04-22,1.017,-0.000982
2016-04-25,1.017,0.0
